中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,67 ms,409 Mbps,52428 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,9 ms,372 Mbps,47616 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,792 Mbps,101376 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,286 Mbps,36659 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,2 ms,132 Mbps,16998 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,80 ms,75 Mbps,9634 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,27 ms,463 Mbps,59289 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,366 Mbps,46899 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,86 ms,45 Mbps,5835 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,84 ms,488 Mbps,62464 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,101 ms,238 Mbps,30515 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,285 Mbps,36556 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,34 ms,644 Mbps,82534 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,82 ms,244 Mbps,31232 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,50 ms,61 Mbps,7834 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,256 Mbps,32870 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,64 ms,40 Mbps,5146 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,86 ms,273 Mbps,35020 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,101 ms,381 Mbps,48844 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,16 ms,26 Mbps,3365 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,63 ms,47 Mbps,6105 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,241 Mbps,30924 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,101 ms,423 Mbps,54169 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,244 Mbps,31232 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,107 ms,34 Mbps,4474 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,396 Mbps,50688 kB/s
158.101.210.88,443,209.177.81.218,DE,Frankfurt,隧道,103 ms,236 Mbps,30310 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,45 Mbps,5818 kB/s
141.147.69.55,443,2a0b:21c0:1007:c9:0:f0da:9aa8:2c6f,DE,Frankfurt,隧道,96 ms,227 Mbps,29081 kB/s
132.145.246.210,443,2606:f240:f00:a683:0:be05:b044:5e66,US,Frankfurt,隧道,102 ms,249 Mbps,31948 kB/s
141.148.226.100,443,2a0b:21c0:100a:1fa:0:773e:25f1:7990,DE,Frankfurt,隧道,107 ms,216 Mbps,27648 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,80 ms,16 Mbps,2134 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,120 ms,151 Mbps,19353 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,291 Mbps,37273 kB/s
130.162.42.91,443,2a0b:21c0:1007:1cb:0:41b8:2ff7:7615,DE,Frankfurt,隧道,90 ms,219 Mbps,28057 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,101 ms,105 Mbps,13516 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,77 ms,1 Mbps,187 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,88 ms,44 Mbps,5701 kB/s
141.148.243.175,443,98.98.166.198,US,Frankfurt,隧道,99 ms,231 Mbps,29593 kB/s
