中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,800 Mbps,102400 kB/s,102400.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,77 ms,379 Mbps,48537 kB/s,48537.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,365 Mbps,46796 kB/s,46796.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,344 Mbps,44032 kB/s,44032.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,328 Mbps,41984 kB/s,41984.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,320 Mbps,41062 kB/s,41062.0
35.197.23.75,443,35.212.176.58,US,Seattle,隧道,69 ms,316 Mbps,40550 kB/s,40550.0
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,297 Mbps,38092 kB/s,38092.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,285 Mbps,36556 kB/s,36556.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,276 Mbps,35430 kB/s,35430.0
35.230.79.26,443,35.212.176.58,US,Seattle,隧道,70 ms,272 Mbps,34918 kB/s,34918.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,264 Mbps,33792 kB/s,33792.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,220 Mbps,28262 kB/s,28262.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,180 ms,97 Mbps,12492 kB/s,12492.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,50 Mbps,6484 kB/s,6484.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,43 Mbps,5530 kB/s,5530.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,40 Mbps,5165 kB/s,5165.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,37 Mbps,4802 kB/s,4802.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,32 Mbps,4217 kB/s,4217.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,240 ms,24 Mbps,3092 kB/s,3092.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,3 Mbps,439 kB/s,439.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,238 ms,0 Mbps,74 kB/s,74.0
