中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,31 ms,596 Mbps,76288 kB/s,76288.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,560 Mbps,71782 kB/s,71782.0
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,49 ms,516 Mbps,66150 kB/s,66150.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,50 ms,484 Mbps,61952 kB/s,61952.0
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,52 ms,468 Mbps,60006 kB/s,60006.0
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,51 ms,447 Mbps,57241 kB/s,57241.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,416 Mbps,53350 kB/s,53350.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,380 Mbps,48742 kB/s,48742.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,133 ms,185 Mbps,23756 kB/s,23756.0
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,172 ms,105 Mbps,13516 kB/s,13516.0
168.138.185.234,443,168.138.185.234,SG,Tokyo,中转,209 ms,69 Mbps,8943 kB/s,8943.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,116 ms,48 Mbps,6147 kB/s,6147.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,125 ms,46 Mbps,5996 kB/s,5996.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,145 ms,46 Mbps,5944 kB/s,5944.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,137 ms,46 Mbps,5911 kB/s,5911.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,145 ms,44 Mbps,5703 kB/s,5703.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,164 ms,40 Mbps,5239 kB/s,5239.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,121 ms,40 Mbps,5199 kB/s,5199.0
168.138.165.174,443,168.138.165.174,SG,Tokyo,中转,203 ms,31 Mbps,4022 kB/s,4022.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,41 ms,14 Mbps,1855 kB/s,1855.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,23 ms,7 Mbps,968 kB/s,968.0
